title,impact,component,start_date,end_date,duration_minutes,year,month_num,date_text_raw,body,link
Incident with Codespaces,minor,Codespaces,2023-01-31 14:06,2023-01-31 21:23,437,2023,1,"Jan 31, 14:06 - 21:23 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/zxl9k08m9xwf
Incident with Packages and Pages,major,Packages,2023-01-30 21:48,2023-01-30 22:23,35,2023,1,"Jan 30, 21:48 - 22:23 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/zf2tk6x40gmh
Incident with Actions,minor,Actions,2023-01-30 12:07,2023-01-30 17:12,305,2023,1,"Jan 30, 12:07 - 17:12 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/d1l8lxw26y8k
Incident with Codespaces,minor,Codespaces,2023-01-28 10:59,2023-01-28 11:45,46,2023,1,"Jan 28, 10:59 - 11:45 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/96qcsn6qsl7w
Incident with Packages,minor,Packages,2023-01-28 02:40,2023-01-28 05:06,146,2023,1,"Jan 28, 02:40 - 05:06 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/mxq7707n6gcf
Incident with API Requests and Pull Requests,minor,Pull Requests,2023-01-25 23:59,2023-01-26 00:38,39,2023,1,"Jan 25, 23:59 - Jan 26, 00:38 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/gbtkj97xtb9n
Incident with Actions,minor,Actions,2023-01-25 09:14,2023-01-25 10:39,85,2023,1,"Jan 25, 09:14 - 10:39 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/4hzj8r2jm0mn
"Incident with Actions, API Requests, Codespaces and Copilot",minor,Actions,2023-01-25 07:53,2023-01-25 09:10,77,2023,1,"Jan 25, 07:53 - 09:10 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/9c941kssjk0q
"Incident with Actions, Git Operations and Pages",minor,Actions,2023-01-19 15:57,2023-01-19 20:51,294,2023,1,"Jan 19, 15:57 - 20:51 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/n18j5g7wpg0s
Incident with Actions and Pages,minor,Actions,2023-01-19 01:48,2023-01-19 02:21,33,2023,1,"Jan 19, 01:48 - 02:21 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/z2j6pjg527p6
Incident with Copilot,minor,Copilot,2023-01-18 18:16,2023-01-18 20:16,120,2023,1,"Jan 18, 18:16 - 20:16 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/tyk95n0z3pql
Incident with Actions,minor,Actions,2023-01-16 15:51,2023-01-16 16:43,52,2023,1,"Jan 16, 15:51 - 16:43 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/f3kthhhjt9ss
Incident with Codespaces,minor,Codespaces,2023-01-14 15:13,2023-01-14 16:58,105,2023,1,"Jan 14, 15:13 - 16:58 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/hzgtxb033mym
Incident with Copilot,minor,Copilot,2023-01-12 03:59,2023-01-12 04:55,56,2023,1,"Jan 12, 03:59 - 04:55 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/n6wxc7xwrk1z
Incident with Actions and Git Operations,minor,Actions,2023-01-10 17:04,2023-01-10 18:14,70,2023,1,"Jan 10, 17:04 - 18:14 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/00km0kwpz23b
Incident with Actions,minor,Actions,2023-01-07 22:50,2023-01-07 23:30,40,2023,1,"Jan 7, 22:50 - 23:30 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/ffwkvn9j77d1
Incident with Codespaces,minor,Codespaces,2023-01-01 16:33,2023-01-01 18:28,115,2023,1,"Jan 1, 16:33 - 18:28 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/srn4b1fjxp8h
Incident with Codespaces,minor,Codespaces,2022-12-31 00:07,2022-12-31 01:47,100,2022,12,"Dec 31, 00:07 - 01:47 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/1whd66ydswnx
Incident with Actions,minor,Actions,2022-12-20 06:55,2022-12-20 07:58,63,2022,12,"Dec 20, 06:55 - 07:58 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/cb6ljbzhktxd
Incident with Actions,minor,Actions,2022-12-20 00:09,2022-12-20 01:38,89,2022,12,"Dec 20, 00:09 - 01:38 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/3y3y8nnbyt2d
Investigating reports of degraded performance.,none,General,2022-12-15 20:00,2022-12-15 20:37,37,2022,12,"Dec 15, 20:00 - 20:37 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/d5158f5wh1ly
Incident with API Requests,minor,General,2022-12-15 19:42,2022-12-15 20:00,18,2022,12,"Dec 15, 19:42 - 20:00 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/pkbqcn8dp6dy
Incident with Git Operations and Pull Requests,minor,Pull Requests,2022-12-13 17:39,2022-12-13 18:43,64,2022,12,"Dec 13, 17:39 - 18:43 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/4p7zympgsr86
Incident with Issues and Pull Requests,minor,Pull Requests,2022-12-10 02:37,2022-12-10 03:00,23,2022,12,"Dec 10, 02:37 - 03:00 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/6p0msrcyr3qt
Incident with Codespaces,minor,Codespaces,2022-12-06 17:53,2022-12-06 20:58,185,2022,12,"Dec 6, 17:53 - 20:58 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/by950fpm0xlg
Incident with Git Operations and Pull Requests,minor,Pull Requests,2022-12-05 17:31,2022-12-05 18:40,69,2022,12,"Dec 5, 17:31 - 18:40 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/01g5rt6z89q2
Investigating reports of degraded performance.,none,General,2022-11-30 16:02,2022-11-30 17:13,71,2022,11,"Nov 30, 16:02 - 17:13 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/f6nzhphqf37p
Incident with Codespaces,minor,Codespaces,2022-11-29 16:43,2022-11-29 17:05,22,2022,11,"Nov 29, 16:43 - 17:05 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/wn9bc5dt94v7
Incident with Actions,minor,Actions,2022-11-28 14:19,2022-11-28 14:49,30,2022,11,"Nov 28, 14:19 - 14:49 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/zms09plx5zps
Incident with Copilot,minor,Copilot,2022-11-26 00:46,2022-11-26 01:41,55,2022,11,"Nov 26, 00:46 - 01:41 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/3208bb8blz5k
Incident with Packages and Pages,major,Packages,2022-11-25 14:39,2022-11-25 16:34,115,2022,11,"Nov 25, 14:39 - 16:34 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/ljwdk6qml8z8
Incident with Copilot,minor,Copilot,2022-11-25 04:13,2022-11-25 06:24,131,2022,11,"Nov 25, 04:13 - 06:24 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/69flmdbxhtsk
Incident with Codespaces,minor,Codespaces,2022-11-20 19:23,2022-11-20 19:55,32,2022,11,"Nov 20, 19:23 - 19:55 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/svd79g61q1wf
Incident with Actions,minor,Actions,2022-11-18 03:59,2022-11-18 04:11,12,2022,11,"Nov 18, 03:59 - 04:11 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/9p9d329r7291
Incident with Codespaces,minor,Codespaces,2022-11-15 14:32,2022-11-15 15:53,81,2022,11,"Nov 15, 14:32 - 15:53 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/pk3y4xdscdc2
"Incident with Actions, API Requests, Codespaces, Copilot, Git Operations, Issues, Packages, Pages, Pull Requests and Webhooks",minor,Actions,2022-11-09 01:45,2022-11-09 01:53,8,2022,11,"Nov 9, 01:45 - 01:53 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/74y4xlr09qll
Incident on 2022-11-07 19:07 UTC,none,General,2022-11-07 20:29,2022-11-08 01:21,292,2022,11,"Nov 7, 20:29 - Nov 8, 01:21 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/jrzkpt9g8zm6
Incident with Issues,minor,Issues,2022-11-07 19:07,2022-11-07 20:06,59,2022,11,"Nov 7, 19:07 - 20:06 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/ysp25kyy4lz2
Incident with Git Operations and Pull Requests,minor,Pull Requests,2022-11-07 04:41,2022-11-07 05:12,31,2022,11,"Nov 7, 04:41 - 05:12 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/6j4vyplhgy51
Incident with Issues,minor,Issues,2022-11-06 08:54,2022-11-06 09:13,19,2022,11,"Nov 6, 08:54 - 09:13 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/mcb7n71zvlgb
Incident with Codespaces,minor,Codespaces,2022-11-04 23:41,2022-11-04 23:56,15,2022,11,"Nov 4, 23:41 - 23:56 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/9x0hxrdj9crr
[Scheduled] GitHub Importer Maintenance,maintenance,General,2022-11-04 03:00,2022-11-04 04:01,61,2022,11,"Nov 4, 03:00 - 04:01 UTC",The scheduled maintenance has been completed.,https://www.githubstatus.com/incidents/3ktldkb3r6f8
Incident with Actions,minor,Actions,2022-11-03 16:54,2022-11-03 17:12,18,2022,11,"Nov 3, 16:54 - 17:12 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/9hvtdt3pn3z6
Incident with Actions,major,Actions,2022-11-03 16:10,2022-11-03 16:38,28,2022,11,"Nov 3, 16:10 - 16:38 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/zbr492f1vzcy
Incident with Issues and Pull Requests,minor,Pull Requests,2022-11-01 19:46,2022-11-01 21:25,99,2022,11,"Nov 1, 19:46 - 21:25 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/gw33xm0hbl00
[Scheduled] GitHub Importer Maintenance,maintenance,General,2022-10-27 15:00,2022-10-27 16:00,60,2022,10,"Oct 27, 15:00 - 16:00 UTC",The scheduled maintenance has been completed.,https://www.githubstatus.com/incidents/lpslbfcw2czs
Incident with Pull Requests,minor,Pull Requests,2022-10-27 04:59,2022-10-27 06:31,92,2022,10,"Oct 27, 04:59 - 06:31 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/z9dd32bvfgp3
Incident with Issues,minor,Issues,2022-10-26 14:07,2022-10-26 14:40,33,2022,10,"Oct 26, 14:07 - 14:40 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/dzd955kb7tsb
Incident with Codespaces and Issues,major,Codespaces,2022-10-26 00:47,2022-10-26 04:34,227,2022,10,"Oct 26, 00:47 - 04:34 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/qd7z2cytghrd
Incident with Issues and Pull Requests,minor,Pull Requests,2022-10-25 17:19,2022-10-25 18:44,85,2022,10,"Oct 25, 17:19 - 18:44 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/83yg2mk1cx3c
Incident with Codespaces,minor,Codespaces,2022-10-23 14:18,2022-10-23 17:36,198,2022,10,"Oct 23, 14:18 - 17:36 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/mjcj3l3s160q
Incident with Git Operations,minor,Git Operations,2022-10-21 23:06,2022-10-21 23:59,53,2022,10,"Oct 21, 23:06 - 23:59 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/5kjgx4x2frkw
Incident with API Requests,minor,General,2022-10-19 17:39,2022-10-19 20:23,164,2022,10,"Oct 19, 17:39 - 20:23 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/4vr2qz8lgdmq
Incident with Actions,minor,Actions,2022-10-18 15:53,2022-10-18 16:16,23,2022,10,"Oct 18, 15:53 - 16:16 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/w0q17vf0dzjr
Incident with Issues,major,Issues,2022-10-13 20:47,2022-10-13 21:30,43,2022,10,"Oct 13, 20:47 - 21:30 UTC",Everything is operating normally.,https://www.githubstatus.com/incidents/298l2r792bl7
Incident with Codespaces,major,Codespaces,2022-10-12 23:27,2022-10-13 02:58,211,2022,10,"Oct 12, 23:27 - Oct 13, 02:58 UTC",Everything is operating normally.,https://www.githubstatus.com/incidents/7hfyz8mjg663
Incident with Actions,minor,Actions,2022-10-06 10:48,2022-10-06 11:40,52,2022,10,"Oct 6, 10:48 - 11:40 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/gq1x0j8bv67v
Incident with Actions,minor,Actions,2022-10-05 13:19,2022-10-05 17:41,262,2022,10,"Oct 5, 13:19 - 17:41 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/smn1qtqvbsb6
Incident with Actions,major,Actions,2022-10-05 06:30,2022-10-05 07:01,31,2022,10,"Oct 5, 06:30 - 07:01 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/r5zfm12w4mbb
[Scheduled] GitHub Enterprise Importer Maintenance,maintenance,General,2022-10-05 04:00,2022-10-05 05:00,60,2022,10,"Oct 5, 04:00 - 05:00 UTC",The scheduled maintenance has been completed.,https://www.githubstatus.com/incidents/6w7lf30qkgqq
Incident with Codespaces,minor,Codespaces,2022-10-04 20:34,2022-10-04 21:34,60,2022,10,"Oct 4, 20:34 - 21:34 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/pn4l6g1wlg3x
Incident with Codespaces,minor,Codespaces,2022-10-04 15:04,2022-10-04 15:54,50,2022,10,"Oct 4, 15:04 - 15:54 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/znnw195p1vf9
Incident with Codespaces,major,Codespaces,2022-09-28 17:22,2022-09-28 19:56,154,2022,9,"Sep 28, 17:22 - 19:56 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/m574010k9c5l
Incident with Codespaces,minor,Codespaces,2022-09-28 03:53,2022-09-28 05:09,76,2022,9,"Sep 28, 03:53 - 05:09 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/w29zg5h2chkp
Incident with Actions,minor,Actions,2022-09-27 14:33,2022-09-27 15:06,33,2022,9,"Sep 27, 14:33 - 15:06 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/nbhb2lxyh9bb
Incident with Issues and Pull Requests,minor,Pull Requests,2022-09-22 19:04,2022-09-22 22:23,199,2022,9,"Sep 22, 19:04 - 22:23 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/2n0tnk7tt6q9
An update from GitHub,none,General,2022-09-20 12:10,2022-09-20 14:15,125,2022,9,"Sep 20, 12:10 - 14:15 UTC",Audit log API is operating normally,https://www.githubstatus.com/incidents/v5bcd4pzckky
Incident with Actions,minor,Actions,2022-09-20 08:03,2022-09-20 08:04,1,2022,9,"Sep 20, 08:03 - 08:04 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/6mdt263cpf9q
Incident on 2022-09-13,none,General,2022-09-13 15:57,2022-09-14 18:05,1568,2022,9,"Sep 13, 15:57 - Sep 14, 18:05 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/8blgv351d71j
Incident with Issues,minor,Issues,2022-09-13 15:10,2022-09-13 16:08,58,2022,9,"Sep 13, 15:10 - 16:08 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/3z36qpp2c0z1
Incident with Pull Requests,minor,Pull Requests,2022-09-08 19:44,2022-09-09 01:12,328,2022,9,"Sep 8, 19:44 - Sep 9, 01:12 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/p38y9j23bt7b
Incident on 2022-09-07 15:04 UTC,none,General,2022-09-07 15:04,2022-09-08 00:00,536,2022,9,"Sep 7, 15:04 - Sep 8, 00:00 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/pz0bvrjx9ztp
Incident with Actions,minor,Actions,2022-09-07 15:02,2022-09-07 16:16,74,2022,9,"Sep 7, 15:02 - 16:16 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/sqcs1d0yk16q
Incident with Issues,minor,Issues,2022-09-07 11:55,2022-09-07 12:21,26,2022,9,"Sep 7, 11:55 - 12:21 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/1nyvf21q5dn7
Incident with Packages,minor,Packages,2022-09-07 05:56,2022-09-07 08:45,169,2022,9,"Sep 7, 05:56 - 08:45 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/d181frs643d4
Incident on 2022-09-06 22:56 UTC,minor,General,2022-09-06 22:56,2022-09-07 00:08,72,2022,9,"Sep 6, 22:56 - Sep 7, 00:08 UTC",Everything is operating normally.,https://www.githubstatus.com/incidents/wl09fvhb20x8
Incident on 2022-09-06 22:05 UTC,minor,General,2022-09-06 22:05,2022-09-06 22:20,15,2022,9,"Sep 6, 22:05 - 22:20 UTC",Everything is operating normally.,https://www.githubstatus.com/incidents/cwp52gsftl5n
Incident with Codespaces,major,Codespaces,2022-08-29 12:51,2022-08-29 18:31,340,2022,8,"Aug 29, 12:51 - 18:31 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/hjxtlk3fvr09
Incident with Actions and Pages,minor,Actions,2022-08-25 23:11,2022-08-25 23:35,24,2022,8,"Aug 25, 23:11 - 23:35 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/qjf5mzdcp335
Incident with Actions,minor,Actions,2022-08-25 14:10,2022-08-25 15:29,79,2022,8,"Aug 25, 14:10 - 15:29 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/v7x4r4mplb4t
Incident with Actions,minor,Actions,2022-08-24 18:09,2022-08-24 18:26,17,2022,8,"Aug 24, 18:09 - 18:26 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/pmw828sz2w7k
Incident with Codespaces,minor,Codespaces,2022-08-21 17:07,2022-08-21 19:18,131,2022,8,"Aug 21, 17:07 - 19:18 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/fhx2r88mzbyv
Incident with API Requests,minor,General,2022-08-20 03:04,2022-08-20 03:24,20,2022,8,"Aug 20, 03:04 - 03:24 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/mqmzg413z93k
