month,title,impact,date_text,body,link
December 2014,Incident on 2014-12-08 18:32:12 UTC,minor,"Dec 8, 18:32 - 18:32 UTC",2014-12-08 18:32:12 - We've identified and are actively mitigating a DDoS attack against GitHub Pages,https://www.githubstatus.com/incidents/6kkhmkg3zt5h
December 2014,Incident on 2014-12-08 18:09:31 UTC,minor,"Dec 8, 18:09 - 18:09 UTC",2014-12-08 18:09:31 - Minor service outage.2014-12-08 18:15:37 - We're investigating degraded network performance.2014-12-08 18:28:42 - Everything operating normally.,https://www.githubstatus.com/incidents/42xdj4403cnj
November 2014,Incident on 2014-11-27 16:17:20 UTC,minor,"Nov 27, 16:17 - 16:17 UTC",2014-11-27 16:17:20 - A small number of repositories are unavailable while we perform maintenance2014-11-27 16:29:15 - Everything operating normally.,https://www.githubstatus.com/incidents/vkxv50rk7scl
November 2014,Incident on 2014-11-22 13:27:09 UTC,minor,"Nov 22, 13:27 - 13:27 UTC",2014-11-22 13:27:09 - We are performing planned network maintenance. Webhook deliveries will be delayed until after the update and a brief period of reduced connectivity is expected.2014-11-22 14:07:53 - We have completed our planned network maintenance and restored webhook delivery.,https://www.githubstatus.com/incidents/0d9v2ct24x19
November 2014,Incident on 2014-11-18 19:13:23 UTC,minor,"Nov 18, 19:13 - 19:13 UTC",2014-11-18 19:13:23 - GitHub Pages domains pointed to deprecated IPs are now returning 404s. Please see http://git.io/HjSLlQ if you're affected.,https://www.githubstatus.com/incidents/7sgyylm9kjyx
November 2014,Incident on 2014-11-17 02:51:51 UTC,minor,"Nov 17, 02:51 - 02:51 UTC",2014-11-17 02:51:51 - We are investigating an issue with github.com2014-11-17 03:01:10 - We are mitigating a DDoS attack and services are returning to normal,https://www.githubstatus.com/incidents/0hysfmznd26m
November 2014,Incident on 2014-11-13 02:01:47 UTC,minor,"Nov 13, 02:01 - 02:01 UTC",2014-11-13 02:01:47 - Our CDN provider used to serve some content is currently experiencing a DDoS attack which might adversly affect users in the APAC region.2014-11-13 02:49:21 - The attack has been mitigated but is still ongoing.,https://www.githubstatus.com/incidents/0qb72pl0s41c
October 2014,Incident on 2014-10-29 22:11:53 UTC,minor,"Oct 29, 22:11 - 22:11 UTC",2014-10-29 22:11:53 - We're actively mitigating a large DDoS attack.2014-10-29 22:24:06 - Our DDoS defenses are mitigating the effects of a large attack.,https://www.githubstatus.com/incidents/rx08ztxbkb7r
October 2014,Incident on 2014-10-29 20:41:53 UTC,minor,"Oct 29, 20:41 - 20:41 UTC",2014-10-29 20:41:53 - We're investigating problems serving avatars.2014-10-29 21:21:50 - We've reverted to serving default avatars for all users while we work to restore the health of the avatar service.2014-10-29 21:44:29 - The avatar service is recovering gradually. Expect to see a mix of avatars and octocats for a short time.2014-10-29 22:05:31 - Everything operating normally.,https://www.githubstatus.com/incidents/b50dp1mtgzqh
October 2014,Incident on 2014-10-02 18:27:15 UTC,minor,"Oct 2, 18:27 - 18:27 UTC","2014-10-02 18:27:15 - ""We're experiencing some issues with our help site: help.github.com.""2014-10-02 18:33:35 - Everything operating normally.",https://www.githubstatus.com/incidents/8xstszyczxf3
October 2014,Incident on 2014-10-02 03:14:23 UTC,minor,"Oct 2, 03:14 - 03:14 UTC",2014-10-02 03:14:23 - We are investigating elevated error rates for github.com2014-10-02 03:40:41 - Everything operating normally.,https://www.githubstatus.com/incidents/x0tjs64dv003
September 2014,Incident on 2014-09-30 14:11:54 UTC,minor,"Sep 30, 14:11 - 14:11 UTC",2014-09-30 14:11:54 - All systems reporting at 100%,https://www.githubstatus.com/incidents/p2qctlc7838m
September 2014,Incident on 2014-09-30 14:04:48 UTC,minor,"Sep 30, 14:04 - 14:04 UTC",2014-09-30 14:04:48 - We experienced a brief problem with two of our fileservers that affected a small number of repositories. The issue has been isolated and remediated.,https://www.githubstatus.com/incidents/zp09rj4j0sbc
September 2014,Incident on 2014-09-29 17:28:55 UTC,minor,"Sep 29, 17:28 - 17:28 UTC",2014-09-29 17:28:55 - We're performing emergency maintenance on GitHub Pages. Service may be impacted for a very brief window.2014-09-29 17:33:17 - Everything operating normally.,https://www.githubstatus.com/incidents/7kt7s82199hl
September 2014,Incident on 2014-09-15 20:07:08 UTC,minor,"Sep 15, 20:07 - 20:07 UTC",2014-09-15 20:07:08 - Minor service outage.2014-09-15 20:13:03 - Everything operating normally.,https://www.githubstatus.com/incidents/pk93hkmcmnf9
September 2014,Incident on 2014-09-15 16:29:09 UTC,minor,"Sep 15, 16:29 - 16:29 UTC",2014-09-15 16:29:09 - We are currently investigating a problem that is preventing access to small number of repositories2014-09-15 17:04:12 - Everything operating normally.,https://www.githubstatus.com/incidents/jcskkq8qxw0n
September 2014,Incident on 2014-09-06 15:12:21 UTC,minor,"Sep 6, 15:12 - 15:12 UTC","2014-09-06 15:12:21 - We're currently investigating problems processing email replies to notifications.2014-09-06 15:40:05 - Email replies are now being processed. Messages from the past 24 hours have been recieved, but not posted as comments, and will be backfilled soon.",https://www.githubstatus.com/incidents/lpzlz8r6lt8k
August 2014,Incident on 2014-08-31 13:16:07 UTC,minor,"Aug 31, 13:16 - 13:16 UTC",2014-08-31 13:16:07 - We're performing a short maintenance procedure which will temporarily impact access to a small number of repositories2014-08-31 13:44:02 - Everything operating normally.,https://www.githubstatus.com/incidents/02jxrx1wjqk3
August 2014,Incident on 2014-08-27 18:24:04 UTC,minor,"Aug 27, 18:24 - 18:24 UTC",2014-08-27 18:24:04 - We're performing a short maintenance procedure which will temporarily impact access to a small number of repositories2014-08-27 18:27:59 - Everything operating normally.,https://www.githubstatus.com/incidents/pgqknb778rp2
August 2014,Incident on 2014-08-27 14:17:58 UTC,minor,"Aug 27, 14:17 - 14:17 UTC",2014-08-27 14:17:58 - We're performing a short maintenance procedure which will temporarily impact access to a small number of repositories2014-08-27 14:30:35 - Everything operating normally.,https://www.githubstatus.com/incidents/z6w9h9pvsl58
August 2014,Incident on 2014-08-21 14:32:27 UTC,minor,"Aug 21, 14:32 - 14:32 UTC",2014-08-21 14:32:27 - We're investigating reports of issues building some GitHub Pages sites2014-08-21 14:41:41 - All systems back to normal,https://www.githubstatus.com/incidents/yx5rr5fvmjcw
August 2014,Incident on 2014-08-19 00:28:52 UTC,minor,"Aug 19, 00:28 - 00:28 UTC",2014-08-19 00:28:52 - We're investigating problems accessing a small percentage of repositories.2014-08-19 00:40:19 - Everything operating normally.,https://www.githubstatus.com/incidents/7pt9tv0x2g0c
August 2014,Incident on 2014-08-17 06:00:40 UTC,minor,"Aug 17, 06:00 - 06:00 UTC",2014-08-17 06:00:40 - We are currently experiencing elevated error rates for gists and are investigating the cause.2014-08-17 06:37:46 - Everything operating normally.,https://www.githubstatus.com/incidents/q0zfmcgjdhgc
August 2014,Incident on 2014-08-08 08:41:27 UTC,minor,"Aug 8, 08:41 - 08:41 UTC",2014-08-08 08:41:27 - We're investigating an issue with serving avatars2014-08-08 08:52:55 - Everything operating normally.,https://www.githubstatus.com/incidents/25b8w0zc4zhl
August 2014,Incident on 2014-08-06 13:54:26 UTC,minor,"Aug 6, 13:54 - 13:54 UTC",2014-08-06 13:54:26 - We're investigating issues with a small percentage of repositories2014-08-06 13:59:45 - Everything operating normally.,https://www.githubstatus.com/incidents/h8f0bt262mpf
August 2014,Incident on 2014-08-05 22:37:33 UTC,minor,"Aug 5, 22:37 - 22:37 UTC",2014-08-05 22:37:33 - We're currently investigating delayed hook delivery.2014-08-05 22:42:15 - Everything operating normally.,https://www.githubstatus.com/incidents/48mttqkgbjxh
August 2014,Incident on 2014-08-04 15:20:47 UTC,minor,"Aug 4, 15:20 - 15:20 UTC",2014-08-04 15:20:47 - We're investigating reports of some avatars not displaying.2014-08-04 15:50:53 - The problem affecting avatar display has been identified. We're working to deploy a fix ASAP.2014-08-04 16:10:33 - Everything operating normally.,https://www.githubstatus.com/incidents/btm044fv4xd8
August 2014,Incident on 2014-08-03 17:17:02 UTC,minor,"Aug 3, 17:17 - 17:17 UTC",2014-08-03 17:17:02 - We are currently working to restore service to a single fileserver. A small number of repositories are unavailable at this time.2014-08-03 17:30:48 - Archive downloads are currently unavailable.2014-08-03 17:40:22 - Everything operating normally.,https://www.githubstatus.com/incidents/3p6mvg8pjfg2
July 2014,Incident on 2014-07-29 13:38:25 UTC,minor,"Jul 29, 13:38 - 13:38 UTC","2014-07-29 13:38:25 - We're investigating an issue with hook delivery.2014-07-29 14:05:54 - We've identified an issue with external connectivity, affecting hooks, avatars and other services.2014-07-29 14:15:41 - Service has recovered, we are currently processing hooks from the backlog2014-07-29 14:35:18 - Everything operating normally.",https://www.githubstatus.com/incidents/2zr4t3c482gt
July 2014,Incident on 2014-07-29 07:32:34 UTC,minor,"Jul 29, 07:32 - 07:32 UTC",2014-07-29 07:32:34 - We are investigating an issue preventing repository access for some customers.2014-07-29 08:06:46 - We have identified the root cause and are now restoring access to customer repositories.2014-07-29 08:50:24 - Everything operating normally.,https://www.githubstatus.com/incidents/yfqkzbrc319w
July 2014,Incident on 2014-07-26 19:48:36 UTC,minor,"Jul 26, 19:48 - 19:48 UTC","2014-07-26 19:48:36 - We're aware some users are seeing SSL issues. Please try the fix from @DigiCert, https://twitter.com/digicert/status/493117041394479104",https://www.githubstatus.com/incidents/g8bktzxfhg1f
July 2014,Incident on 2014-07-26 19:39:44 UTC,minor,"Jul 26, 19:39 - 19:39 UTC","2014-07-26 19:39:44 - We're aware some users are experiencing issues with SSL. Please try the fix suggested by DigiCert, https://twitter.com/digicert/status/4931170413944791042014-07-26 19:43:30 - Everything operating normally.",https://www.githubstatus.com/incidents/1ysj66ktzkrn
July 2014,Incident on 2014-07-23 22:03:45 UTC,minor,"Jul 23, 22:03 - 22:03 UTC",2014-07-23 22:03:45 - Codesearch queries are disabled for the time being while we perform maintenance on the cluster.,https://www.githubstatus.com/incidents/3sdf6q4g12vn
July 2014,Incident on 2014-07-16 07:24:04 UTC,major,"Jul 16, 07:24 - 07:24 UTC","2014-07-16 07:24:04 - We're investigating problems serving avatars and uploaded downloads.2014-07-16 07:32:31 - We've identified a network event affecting hook delivery, avatars, downloads of uploaded files, and other services and are working to resolve the problem.2014-07-16 09:01:48 - We're continuing to diagnose a misbehaving network device.2014-07-16 09:12:49 - We're investigating a major service outage.2014-07-16 09:18:50 - We've performed emergency maintenance on the misbehaving network device and services are now recovering.2014-07-16 09:57:51 - Everything operating normally.",https://www.githubstatus.com/incidents/s9dy5jrj9bll
July 2014,Incident on 2014-07-12 13:55:23 UTC,minor,"Jul 12, 13:55 - 13:55 UTC",2014-07-12 13:55:23 - Network maintenance complete. All systems reporting at 100%,https://www.githubstatus.com/incidents/gkn2g7lfg0p0
July 2014,Incident on 2014-07-12 12:27:26 UTC,minor,"Jul 12, 12:27 - 12:27 UTC",2014-07-12 12:27:26 - We're starting a scheduled upgrade on our network edge. A brief service interruption is possible.,https://www.githubstatus.com/incidents/ztjb18v8plv8
July 2014,Incident on 2014-07-03 21:05:06 UTC,minor,"Jul 3, 21:05 - 21:05 UTC",2014-07-03 21:05:06 - We are currently investigating issues connecting to GitHub.com2014-07-03 21:07:58 - Everything operating normally.,https://www.githubstatus.com/incidents/j0djdyhn0bt6
June 2014,Incident on 2014-06-28 04:18:19 UTC,minor,"Jun 28, 04:18 - 04:18 UTC",2014-06-28 04:18:19 - A small number repositories are unavailable as we work to restore access to a single file server.2014-06-28 04:43:53 - Everything operating normally.,https://www.githubstatus.com/incidents/9371qvzc1zl8
June 2014,Incident on 2014-06-19 03:37:51 UTC,minor,"Jun 19, 03:37 - 03:37 UTC",2014-06-19 03:37:51 - GitHub Pages builds are currently paused for unscheduled maintenance. GitHub Pages sites remain available.2014-06-19 07:02:44 - Everything operating normally.,https://www.githubstatus.com/incidents/svxp732xrrx8
June 2014,Incident on 2014-06-14 14:35:26 UTC,minor,"Jun 14, 14:35 - 14:35 UTC","2014-06-14 14:35:26 - A small percentage of GitHub Pages domains are unavaiable.2014-06-14 14:43:21 - If your GitHub Pages domain is currently unavailabile, please take a moment to follow steps 2 and 3 in https://help.github.com/articles/setting-up-a-custom-domain-with-github-pages#quick-summary to update your DNS records to point to our newer Pages infrastructure.2014-06-14 15:02:22 - Everything operating normally.",https://www.githubstatus.com/incidents/rbr2ggtx4lp4
June 2014,Incident on 2014-06-11 01:35:47 UTC,minor,"Jun 11, 01:35 - 01:35 UTC",2014-06-11 01:35:47 - PR functionality has been restored and all services are performing as expected.,https://www.githubstatus.com/incidents/mgsjh93k35g4
June 2014,Incident on 2014-06-10 18:03:12 UTC,minor,"Jun 10, 18:03 - 18:03 UTC",2014-06-10 18:03:12 - Minor service outage.2014-06-10 18:10:50 - We are currently experiencing issues that are preventing normal git operations from performing correctly.2014-06-10 18:22:24 - Everything operating normally.,https://www.githubstatus.com/incidents/3c71s9ydp1pq
